model_key,model_label,split,granularity,mae,rmse,mape,smape,bias,r2,configuration,mae_rank
univariate_mlp_target_lags,Univariate MLP Target Lags,test,1min,1.5080564484877794,1.8912860530246238,0.19382024946393214,0.19381208652934087,0.00802272473300178,0.9601208778962598,first_difference | smooth=none | lr=0.0001,1.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,0.9111029789399456,1.1544187899054594,0.11706785669305102,0.1170672967341051,0.0001882643299826171,0.9852104665438958,second_difference | smooth=none | lr=0.0001,7.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,0.9203181346005472,1.164356868253386,0.11826091991342723,0.11826827815477171,-0.05132831328831371,0.9849547323215843,second_difference | smooth=none | lr=0.001,8.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,0.9252684932255252,1.1672499985191165,0.11875369389312945,0.11878945893191925,-0.2305806665665058,0.9848713183340422,level | smooth=none | lr=0.005,9.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,0.9270308131458849,1.19082181223558,0.1191343741476643,0.11913279487956144,-0.014210564560039505,0.9842630247322955,second_difference | smooth=none | lr=0.01,10.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,0.9331630651656283,1.1738598093556412,0.11989833110939323,0.11990657976944036,-0.055301334692325295,0.9846994942111196,level | smooth=none | lr=0.0001,11.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,0.9353304329540896,1.1805466109005858,0.1201992971504812,0.12020418654728197,-0.03436623341664785,0.9845246814276074,level | smooth=1min | lr=0.0001,12.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,0.9381715579165629,1.1850131108153512,0.12055376652206393,0.12056714184582591,-0.08921184289360501,0.9844161768532226,second_difference | smooth=none | lr=0.005,13.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,1.0137232771297724,1.2811275109825753,0.13023365522894062,0.13024123508170488,-0.04625487882885283,0.981775398732534,level | smooth=1min | lr=0.001,14.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,1.068799059176502,1.3578686709906067,0.1373056503919877,0.1373007105906821,0.02042419405139192,0.979526652534499,level | smooth=1min | lr=0.005,15.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,1.0747607177165297,1.3643986187030135,0.1380856481689518,0.13808901838990187,-0.021049792167467343,0.97932926769671,level | smooth=1min | lr=0.01,16.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,1.2915624136727397,1.6332114525548167,0.165948325860917,0.16596078323580146,-0.03681618159608692,0.9703894325080192,first_difference | smooth=1min | lr=0.0001,17.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,1.7131333837713214,2.1558447797927176,0.22014061380012384,0.22017799310466568,-0.06959427182574816,0.9484222161986302,second_difference | smooth=1min | lr=0.0001,18.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,2.022035952485331,2.520939024991502,0.25988805725831987,0.2600011523288025,-0.21948591850145577,0.9294516955936798,first_difference | smooth=1min | lr=0.01,19.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,2.0512431948063816,2.568203496439252,0.2636241969433602,0.2637080211941178,-0.17184723716913414,0.9267815108110041,first_difference | smooth=1min | lr=0.005,20.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,2.0807338584119286,2.606476026882323,0.26742038461197576,0.26748342545742126,-0.10238748187096666,0.9245829801181291,first_difference | smooth=1min | lr=0.001,21.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,2.083880368586369,2.6093051829745924,0.26783872736036457,0.26780254385595575,0.0401917070265297,0.9244425218669459,second_difference | smooth=1min | lr=0.005,22.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,2.097801189855949,2.620012372927282,0.26961701771227803,0.2695924637428457,0.013059895642516469,0.923821154811705,second_difference | smooth=1min | lr=0.01,23.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,30s,2.1359364373400083,2.6709248099427563,0.27451490850570986,0.27455707004710544,-0.05283933046991552,0.9208317537015848,second_difference | smooth=1min | lr=0.001,24.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.10447741759995947,0.13179531893547808,0.01342535757675292,0.013425593587974141,-0.01227964995992707,0.9998075216549133,first_difference | smooth=none | lr=0.0001,1.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.1050298557385199,0.13216921078750782,0.013496627719226004,0.013496650579566363,0.0003153481499585958,0.9998064354787135,second_difference | smooth=none | lr=0.0001,2.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.10724325005746935,0.13528042104875337,0.013781011106110819,0.013781268785174251,-0.013359925260770107,0.9997972075426779,first_difference | smooth=none | lr=0.001,3.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.11014052281656586,0.1383355032793928,0.014153513156443934,0.014153382281517631,0.008065701263982853,0.9997879446596682,first_difference | smooth=none | lr=0.005,4.0
