date,TE_8313B.AV_0#,PT_8313C.AV_0#,PTCA_8322A.AV_0#,TE_8319A.AV_0#,TE_8303.AV_0#,TE_8332A.AV_0#,ZZQBCHLL.AV_0#,FT_8301.AV_0#,FT_8306A.AV_0#,AIR_8301A.AV_0#,YFJ3_AI.AV_0#,YFJ3_ZD2.AV_0#,SXLTCYZ.AV_0#,ZCLCCY.AV_0#
2022-03-27 14:29:54,775.35,-155.97666666666666,9.705833333333333,352.51,210.88250000000002,538.2333333333333,60.525,47302.2575,718.3841666666667,1.7874999999999999,22.891666666666666,7.378333333333334,-136.09166666666667,10717.261666666667
2022-03-27 14:30:54,778.04,-156.61333333333334,9.7225,352.5525,210.54583333333335,538.3249999999999,60.73833333333334,47534.36083333333,716.935,1.6066666666666667,23.126666666666665,6.1925,-139.69833333333335,10757.574999999999
2022-03-27 14:31:54,781.5166666666668,-160.13833333333332,9.741666666666667,352.65916666666664,210.26166666666666,538.6725,60.64000000000001,47627.674999999996,713.4641666666666,1.445,23.463333333333335,5.640000000000001,-143.895,10815.585000000001
2022-03-27 14:32:54,783.4833333333332,-154.78666666666666,9.776666666666666,352.8008333333334,209.99833333333333,539.2866666666667,61.053333333333335,47317.365,715.8058333333333,1.5141666666666669,23.545833333333334,6.421666666666667,-135.61333333333332,10717.103333333334
2022-03-27 14:33:54,783.725,-168.30083333333332,9.795833333333333,353.0275,209.7975,540.055,61.528333333333336,47530.42833333334,716.5808333333333,1.5183333333333333,23.078333333333333,6.017499999999999,-139.88333333333333,10764.918333333333
2022-03-27 14:34:54,782.2333333333332,-179.3708333333333,9.825000000000001,353.1691666666666,209.62,540.7008333333333,61.08833333333334,47218.700833333336,716.2950000000001,1.5008333333333335,23.106666666666666,5.753333333333333,-149.15333333333334,10748.321666666667
2022-03-27 14:35:54,783.6875,-180.86749999999998,9.860833333333334,353.23583333333335,209.47333333333333,541.3575,60.79833333333334,47509.96916666667,719.6658333333334,1.5225,22.86,6.006666666666667,-142.35833333333332,10779.855
2022-03-27 14:36:54,782.1149999999999,-205.28333333333333,9.876666666666667,353.2341666666666,209.35583333333332,541.8541666666666,60.528333333333336,47270.155,720.9274999999999,1.6733333333333331,22.78833333333333,6.424166666666667,-161.95333333333335,10717.151666666667
2022-03-27 14:37:54,778.4033333333333,-222.25583333333336,9.874166666666666,353.09666666666664,209.20916666666668,542.035,60.61666666666667,47526.17833333334,717.5283333333333,1.865,22.24166666666667,6.816666666666666,-182.32000000000002,10743.436666666666
2022-03-27 14:38:54,776.2433333333333,-232.22916666666666,9.845833333333333,352.81583333333333,209.05083333333334,541.6433333333333,60.093333333333334,47441.99166666667,719.7566666666667,2.1158333333333332,22.045833333333334,7.845833333333334,-201.65166666666667,10695.775
