model,split,granularity,lookback_steps,horizon_steps,lookback_duration,horizon_duration,warning_count,warnings,mae,rmse,mape,smape,bias
MLP_target_lags,validation,raw,120,120,10min,10min,0,,7.4785259795690715,9.424173766511313,0.9733990101923081,0.9707634485757873,2.0490265722975822
MLP_target_lags,test,raw,120,120,10min,10min,0,,6.837085950815168,8.80326078502315,0.8788300400990896,0.8790489857335401,-0.4076787025747903
MLP_target_lags,validation,30s,20,20,10min,10min,1,Stochastic Optimizer: Maximum iterations (300) reached and the optimization hasn't converged yet.,6.482781680924111,8.069354875656042,0.8439785314535313,0.8425685871082578,1.1333914835417824
MLP_target_lags,test,30s,20,20,10min,10min,1,Stochastic Optimizer: Maximum iterations (300) reached and the optimization hasn't converged yet.,5.802974183853907,7.461129469029537,0.7453291107136335,0.7459068435617099,-0.8117887657905664
MLP_target_lags,validation,1min,10,10,10min,10min,0,,5.918443257127803,7.345314840426157,0.7699023570317803,0.7690891364881596,0.583261961430647
MLP_target_lags,test,1min,10,10,10min,10min,0,,5.613920474277182,7.164695837287102,0.7205238909462502,0.7215755479195369,-1.3929447285544976
MLP_target_lags,validation,5min,2,2,10min,10min,0,,5.474705977334039,6.946546821906101,0.7125041714937232,0.7111685814658858,1.222176416917127
MLP_target_lags,test,5min,2,2,10min,10min,0,,5.059749275689097,6.653427787023908,0.649339037451912,0.6501621676493734,-1.0589589345609982
