id_key,granularity,variable,count,mean,std,min,q1,median,q3,max,iqr,skewness
subset_B_raw,raw,TE_8313B.AV_0#,86400,774.0630346064814,10.681691346551466,737.7,767.59,774.32,781.28,818.08,13.68999999999994,-0.23238823921725313
subset_B_30s,30s,TE_8313B.AV_0#,14400,774.0630346064816,10.67342310535531,738.1416666666668,767.5916666666667,774.3366666666667,781.2883333333333,817.875,13.696666666666601,-0.23316795259604053
subset_B_1min,1min,TE_8313B.AV_0#,7200,774.0630346064816,10.654888600200906,738.5908333333333,767.6404166666666,774.3362500000001,781.2702083333334,817.8216666666667,13.629791666666733,-0.2345766553598631
