model_key,model_label,split,granularity,mae,rmse,mape,smape,bias,r2,configuration,mae_rank
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.10573162767530363,0.13304911917444587,0.013587168063845714,0.013587214831843922,-0.0012396509122096866,0.9998038496118696,second_difference | smooth=none | lr=0.0001,2.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.10957960870050013,0.13788524972163194,0.01408134823051211,0.01408144254687323,-0.003724332467120681,0.9997893228060944,first_difference | smooth=none | lr=0.001,3.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.11035946378113881,0.1387658441122805,0.014182269644901088,0.014182364925164148,-0.0039669088419955765,0.9997866314882484,second_difference | smooth=none | lr=0.001,4.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.11240721780399218,0.14190310185254845,0.014446195267912146,0.014446465473225405,-0.012482404766956067,0.9997768746360194,second_difference | smooth=none | lr=0.01,5.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.1137210622391213,0.14315346486260558,0.014613039021523845,0.014613450637498063,-0.02113251636281122,0.9997729164717506,first_difference | smooth=none | lr=0.005,6.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.11377462969963655,0.14333650434145792,0.014621116453473125,0.014621282747518232,-0.007787731626266697,0.9997723441671894,second_difference | smooth=none | lr=0.005,7.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.11487193206563473,0.14534958385649321,0.014759685832624471,0.01476009634688778,-0.02026046875045028,0.9997658956462309,first_difference | smooth=none | lr=0.01,8.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.1696722029394759,0.21372171400648954,0.021798965053289807,0.02179867898015298,0.011585339526196826,0.9994938317628277,level | smooth=none | lr=0.005,9.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.17540330935747192,0.22222732025953176,0.02252429475116081,0.022525693600685313,-0.04718740425020906,0.9994527415315024,level | smooth=none | lr=0.01,10.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.17540474631569572,0.2206937472432947,0.022544397161418157,0.022544782122759666,-0.012470571806936186,0.9994602686436795,level | smooth=none | lr=0.0001,11.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.1859986676124981,0.23650727786707743,0.02386838831417988,0.023870239977027495,-0.05869960928963578,0.9993801499920777,level | smooth=none | lr=0.001,12.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.19087803789711483,0.2381734178551153,0.02452400626833469,0.02452395715848508,0.0015838891207359148,0.999371408530342,first_difference | smooth=30s | lr=0.0001,13.0
